"pedido_detalle_id","cantidad","estado_detalle","notas","subtotal","pedido_id","producto_id","tenant_id"
"12311",2,"ENTREGADO","Servir bien caliente.","48.00","3092","6","1"
"12312",1,"ENTREGADO","Con limón aparte.","35.00","3092","10","1"
"12313",2,"ENTREGADO","No añadir mayonesa.","42.00","3092","4","1"
"12314",1,"ENTREGADO","No añadir mayonesa.","28.00","3093","1","1"
"12315",2,"ENTREGADO","","76.00","3093","20","1"
"12316",1,"ENTREGADO","Preparar como la vez pasada.","22.00","3093","3","1"
"12317",2,"ENTREGADO","Dividir el plato.","56.00","3093","1","1"
"12318",1,"ENTREGADO","Evitar ingredientes crudos.","7.00","3094","23","1"
"12319",2,"ENTREGADO","Preparar como la vez pasada.","44.00","3094","9","1"
"12320",1,"ENTREGADO","","36.00","3094","12","1"
"12321",1,"ENTREGADO","No añadir mayonesa.","36.00","3095","12","1"
"12322",2,"ENTREGADO","","16.00","3095","22","1"
"12323",1,"ENTREGADO","Evitar ingredientes crudos.","35.00","3095","19","1"
"12324",1,"ENTREGADO","Servir en dos platos.","21.00","3095","4","1"
"12325",1,"ENTREGADO","Sin aderezo.","22.00","3095","3","1"
"12326",3,"ENTREGADO","Evitar ingredientes crudos.","102.00","3095","13","1"
"12327",2,"ENTREGADO","No añadir mayonesa.","16.00","3096","22","1"
"12328",2,"ENTREGADO","Usar queso sin lactosa.","42.00","3096","4","1"
"12329",2,"ENTREGADO","Sin aderezo.","36.00","3096","25","1"
"12330",1,"ENTREGADO","Preparar como la vez pasada.","35.00","3096","10","1"
"12331",1,"ENTREGADO","No incluir pan.","32.00","3097","7","1"
"12332",2,"ENTREGADO","Plato para compartir.","48.00","3097","6","1"
"12333",2,"ENTREGADO","No añadir mayonesa.","68.00","3097","13","1"
"12334",2,"ENTREGADO","Cocinar bien la carne.","50.00","3097","2","1"
"12335",1,"ENTREGADO","No añadir mayonesa.","33.00","3097","17","1"
"12336",3,"ENTREGADO","Con limón aparte.","84.00","3098","1","1"
"12337",2,"ENTREGADO","Servir bien caliente.","36.00","3098","21","1"
"12338",1,"ENTREGADO","Poco picante.","35.00","3098","10","1"
"12339",1,"ENTREGADO","Poco picante.","18.00","3098","21","1"
"12340",1,"ENTREGADO","Servir bien caliente.","18.00","3099","25","1"
"12341",1,"ENTREGADO","Sin aderezo.","28.00","3099","1","1"
"12342",1,"ENTREGADO","Dividir el plato.","25.00","3099","2","1"
"12343",2,"ENTREGADO","Sin cebolla, por favor.","48.00","3100","6","1"
"12344",2,"ENTREGADO","Dividir el plato.","42.00","3100","4","1"
"12345",1,"ENTREGADO","No incluir pan.","38.00","3101","20","1"
"12346",1,"ENTREGADO","Plato para compartir.","40.00","3101","14","1"
"12347",1,"ENTREGADO","Poco picante.","9.00","3102","29","1"
"12348",4,"ENTREGADO","Preparar como la vez pasada.","24.00","3102","24","1"
"12349",2,"ENTREGADO","Sin cebolla, por favor.","42.00","3102","4","1"
"12350",2,"ENTREGADO","Sin aderezo.","36.00","3102","25","1"
"12351",2,"ENTREGADO","Entrega rápida.","70.00","3102","19","1"
"12352",1,"ENTREGADO","Poco picante.","35.00","3103","10","1"
"12353",1,"ENTREGADO","No incluir pan.","35.00","3103","10","1"
"12354",1,"ENTREGADO","No añadir mayonesa.","22.00","3103","3","1"
"12355",1,"ENTREGADO","Preparar como la vez pasada.","11.00","3103","30","1"
"12356",3,"ENTREGADO","Evitar ingredientes crudos.","84.00","3103","1","1"
"12357",1,"ENTREGADO","Poco picante.","23.00","3103","8","1"
"12358",1,"ENTREGADO","No añadir mayonesa.","25.00","3104","2","1"
"12359",2,"ENTREGADO","Con limón aparte.","58.00","3104","18","1"
"12360",2,"ENTREGADO","Evitar ingredientes crudos.","44.00","3105","3","1"
"12361",3,"ENTREGADO","Plato para compartir.","87.00","3105","18","1"
"12362",1,"ENTREGADO","","38.00","3105","20","1"
"12363",2,"ENTREGADO","Evitar ingredientes crudos.","50.00","3105","2","1"
"12364",3,"ENTREGADO","Servir en dos platos.","90.00","3105","15","1"
"12365",1,"ENTREGADO","Entrega rápida.","23.00","3106","8","1"
"12366",2,"ENTREGADO","Con limón aparte.","50.00","3106","2","1"
"12367",2,"ENTREGADO","Preparar como la vez pasada.","70.00","3106","10","1"
"12368",4,"ENTREGADO","Servir bien caliente.","140.00","3107","19","1"
"12369",1,"ENTREGADO","Dividir el plato.","22.00","3107","3","1"
"12370",2,"ENTREGADO","Usar queso sin lactosa.","40.00","3108","5","1"
"12371",3,"ENTREGADO","No añadir mayonesa.","102.00","3108","13","1"
"12372",1,"ENTREGADO","Preparar como la vez pasada.","22.00","3109","3","1"
"12373",3,"ENTREGADO","Sin aderezo.","72.00","3109","6","1"
"12374",2,"ENTREGADO","Sin aderezo.","56.00","3110","1","1"
"12375",2,"ENTREGADO","Evitar ingredientes crudos.","50.00","3110","2","1"
"12376",2,"ENTREGADO","Dividir el plato.","70.00","3111","19","1"
"12377",1,"ENTREGADO","No añadir mayonesa.","35.00","3111","10","1"
"12378",1,"ENTREGADO","Poco picante.","22.00","3111","3","1"
"12379",2,"ENTREGADO","No incluir pan.","42.00","3111","4","1"
"12380",2,"ENTREGADO","Cocinar bien la carne.","44.00","3112","3","1"
"12381",2,"ENTREGADO","Preparar como la vez pasada.","70.00","3112","10","1"
"12382",1,"ENTREGADO","Servir bien caliente.","18.00","3113","21","1"
"12383",4,"ENTREGADO","Con limón aparte.","136.00","3113","13","1"
"12384",1,"ENTREGADO","No añadir mayonesa.","28.00","3113","1","1"
"12385",1,"ENTREGADO","Evitar ingredientes crudos.","28.00","3113","1","1"
"12386",1,"ENTREGADO","Dividir el plato.","7.00","3113","23","1"
"12387",1,"ENTREGADO","Agregar cubiertos adicionales.","28.00","3114","1","1"
"12388",2,"ENTREGADO","Poco picante.","46.00","3114","8","1"
"12389",2,"ENTREGADO","Cocinar bien la carne.","64.00","3114","7","1"
"12390",1,"ENTREGADO","Plato para compartir.","24.00","3114","6","1"
"12391",1,"ENTREGADO","Dividir el plato.","23.00","3115","8","1"
"12392",3,"ENTREGADO","Preparar como la vez pasada.","75.00","3115","2","1"
"12393",2,"ENTREGADO","Dividir el plato.","44.00","3116","9","1"
"12394",2,"ENTREGADO","Poco picante.","12.00","3116","24","1"
"12395",2,"ENTREGADO","Preparar como la vez pasada.","70.00","3117","10","1"
"12396",1,"ENTREGADO","No añadir mayonesa.","24.00","3117","6","1"
"12397",1,"ENTREGADO","Agregar cubiertos adicionales.","23.00","3117","8","1"
"12398",1,"ENTREGADO","Entrega rápida.","21.00","3118","4","1"
"12399",2,"ENTREGADO","Evitar ingredientes crudos.","80.00","3118","14","1"
"12400",2,"ENTREGADO","Usar queso sin lactosa.","44.00","3119","3","1"
"12401",1,"ENTREGADO","Dividir el plato.","21.00","3119","4","1"
"12402",3,"ENTREGADO","Sin cebolla, por favor.","54.00","3119","21","1"
"12403",1,"ENTREGADO","Plato para compartir.","28.00","3120","1","1"
"12404",2,"ENTREGADO","No incluir pan.","70.00","3120","10","1"
"12405",1,"ENTREGADO","","28.00","3121","1","1"
"12406",1,"ENTREGADO","Poco picante.","33.00","3121","17","1"
"12407",3,"ENTREGADO","Entrega rápida.","84.00","3121","1","1"
"12408",3,"ENTREGADO","Dividir el plato.","84.00","3121","1","1"
"12409",1,"ENTREGADO","Preparar como la vez pasada.","40.00","3121","14","1"
"12410",3,"ENTREGADO","Preparar como la vez pasada.","69.00","3122","8","1"
"12411",1,"ENTREGADO","Plato para compartir.","31.00","3122","16","1"
"12412",3,"ENTREGADO","Usar queso sin lactosa.","72.00","3122","6","1"
"12413",1,"ENTREGADO","Servir en dos platos.","29.00","3122","18","1"
"12414",1,"ENTREGADO","Poco picante.","21.00","3122","4","1"
"12415",4,"ENTREGADO","Agregar cubiertos adicionales.","88.00","3122","3","1"
"12416",1,"ENTREGADO","No incluir pan.","25.00","3123","2","1"
"12417",2,"ENTREGADO","Evitar ingredientes crudos.","56.00","3123","1","1"
"12418",2,"ENTREGADO","Agregar cubiertos adicionales.","62.00","3123","16","1"
"12419",1,"ENTREGADO","Poco picante.","24.00","3124","6","1"
"12420",1,"ENTREGADO","Agregar salsa extra.","18.00","3124","25","1"
"12421",1,"ENTREGADO","Poco picante.","24.00","3124","6","1"
"12422",1,"ENTREGADO","Sin cebolla, por favor.","35.00","3124","10","1"
"12423",4,"ENTREGADO","","88.00","3124","3","1"
"12424",1,"ENTREGADO","Usar queso sin lactosa.","8.00","3125","22","1"
"12425",1,"ENTREGADO","Con limón aparte.","23.00","3125","8","1"
"12426",2,"ENTREGADO","Entrega rápida.","68.00","3125","13","1"
"12427",1,"ENTREGADO","Poco picante.","20.00","3125","5","1"
"12428",1,"ENTREGADO","","28.00","3126","1","1"
"12429",2,"ENTREGADO","Evitar ingredientes crudos.","70.00","3126","10","1"
"12430",2,"ENTREGADO","Sin aderezo.","42.00","3126","4","1"
"12431",2,"ENTREGADO","Servir bien caliente.","68.00","3126","13","1"
"12432",1,"ENTREGADO","Poco picante.","22.00","3126","9","1"
"12433",2,"ENTREGADO","Evitar ingredientes crudos.","52.00","3127","11","1"
"12434",3,"ENTREGADO","Sin cebolla, por favor.","63.00","3127","4","1"
"12435",3,"ENTREGADO","Evitar ingredientes crudos.","84.00","3127","1","1"
"12436",1,"ENTREGADO","Dividir el plato.","29.00","3128","18","1"
"12437",2,"ENTREGADO","Dividir el plato.","46.00","3128","8","1"
"12438",1,"ENTREGADO","","22.00","3129","3","1"
"12439",1,"ENTREGADO","No incluir pan.","32.00","3129","7","1"
"12440",3,"ENTREGADO","Sin aderezo.","60.00","3129","27","1"
"12441",1,"ENTREGADO","Sin cebolla, por favor.","35.00","3129","19","1"
"12442",2,"ENTREGADO","","42.00","3130","4","1"
"12443",1,"ENTREGADO","No incluir pan.","35.00","3130","19","1"
"12444",1,"ENTREGADO","Servir bien caliente.","25.00","3130","2","1"
"12445",1,"ENTREGADO","Dividir el plato.","40.00","3130","14","1"
"12446",2,"ENTREGADO","No incluir pan.","56.00","3131","1","1"
"12447",1,"ENTREGADO","Servir bien caliente.","31.00","3131","16","1"
"12448",3,"ENTREGADO","Usar queso sin lactosa.","87.00","3131","18","1"
"12449",1,"ENTREGADO","Evitar ingredientes crudos.","21.00","3131","4","1"
"12450",2,"ENTREGADO","","44.00","3132","3","1"
"12451",2,"ENTREGADO","Agregar cubiertos adicionales.","50.00","3132","2","1"
"12452",1,"ENTREGADO","No añadir mayonesa.","23.00","3132","8","1"
"12453",3,"ENTREGADO","Evitar ingredientes crudos.","102.00","3133","13","1"
"12454",1,"ENTREGADO","Entrega rápida.","23.00","3133","8","1"
"12455",1,"ENTREGADO","Servir bien caliente.","25.00","3133","2","1"
"12456",3,"ENTREGADO","Dividir el plato.","120.00","3133","14","1"
"12457",4,"ENTREGADO","Agregar salsa extra.","136.00","3133","13","1"
"12458",3,"ENTREGADO","Plato para compartir.","75.00","3133","2","1"
"12459",1,"ENTREGADO","Poco picante.","20.00","3134","27","1"
"12460",1,"ENTREGADO","Agregar salsa extra.","35.00","3134","10","1"
"12461",2,"ENTREGADO","Servir bien caliente.","60.00","3134","15","1"
"12462",4,"ENTREGADO","Dividir el plato.","80.00","3134","5","1"
"12463",3,"ENTREGADO","Agregar salsa extra.","96.00","3134","7","1"
"12464",3,"ENTREGADO","Poco picante.","78.00","3134","11","1"
"12465",1,"ENTREGADO","No incluir pan.","28.00","3135","1","1"
"12466",2,"ENTREGADO","Sin cebolla, por favor.","64.00","3135","7","1"
"12467",3,"ENTREGADO","Servir bien caliente.","69.00","3135","8","1"
"12468",2,"ENTREGADO","Cocinar bien la carne.","40.00","3135","5","1"
"12469",2,"ENTREGADO","Poco picante.","44.00","3135","9","1"
"12470",2,"ENTREGADO","Agregar salsa extra.","70.00","3135","10","1"
"12471",2,"ENTREGADO","Agregar salsa extra.","50.00","3136","2","1"
"12472",1,"ENTREGADO","No añadir mayonesa.","29.00","3136","18","1"
"12473",2,"ENTREGADO","Sin aderezo.","56.00","3137","1","1"
"12474",1,"ENTREGADO","Servir bien caliente.","36.00","3137","12","1"
"12475",3,"ENTREGADO","Agregar salsa extra.","105.00","3137","19","1"
"12476",1,"ENTREGADO","Preparar como la vez pasada.","21.00","3137","4","1"
"12477",2,"ENTREGADO","Entrega rápida.","58.00","3138","18","1"
"12478",1,"ENTREGADO","No incluir pan.","32.00","3138","7","1"
"12479",4,"ENTREGADO","Cocinar bien la carne.","88.00","3138","9","1"
"12480",1,"ENTREGADO","Plato para compartir.","40.00","3138","14","1"
"12481",1,"ENTREGADO","Preparar como la vez pasada.","7.00","3138","23","1"
"12482",1,"ENTREGADO","Sin aderezo.","18.00","3138","25","1"
"12483",1,"ENTREGADO","Poco picante.","40.00","3139","14","1"
"12484",2,"ENTREGADO","","12.00","3139","24","1"
"12485",1,"ENTREGADO","Evitar ingredientes crudos.","33.00","3139","17","1"
"12486",1,"ENTREGADO","Entrega rápida.","25.00","3139","2","1"
"12487",1,"ENTREGADO","Servir bien caliente.","29.00","3140","18","1"
"12488",3,"ENTREGADO","Plato para compartir.","54.00","3140","21","1"
"12489",1,"ENTREGADO","Preparar como la vez pasada.","21.00","3140","4","1"
"12490",1,"ENTREGADO","Servir bien caliente.","25.00","3140","2","1"
"12491",1,"ENTREGADO","Usar queso sin lactosa.","21.00","3140","4","1"
"12492",2,"ENTREGADO","Poco picante.","58.00","3141","18","1"
"12493",1,"ENTREGADO","Servir en dos platos.","22.00","3141","3","1"
"12494",3,"ENTREGADO","","60.00","3141","27","1"
"12495",3,"ENTREGADO","Agregar salsa extra.","69.00","3141","8","1"
"12496",4,"ENTREGADO","Preparar como la vez pasada.","88.00","3141","3","1"
"12497",1,"ENTREGADO","No añadir mayonesa.","36.00","3142","12","1"
"12498",1,"ENTREGADO","","34.00","3142","13","1"
"12499",1,"ENTREGADO","Plato para compartir.","21.00","3142","4","1"
"12500",1,"ENTREGADO","Agregar cubiertos adicionales.","31.00","3143","16","1"
"12501",1,"ENTREGADO","Sin cebolla, por favor.","25.00","3143","2","1"
"12502",2,"ENTREGADO","Agregar salsa extra.","44.00","3144","3","1"
"12503",1,"ENTREGADO","Evitar ingredientes crudos.","6.00","3144","24","1"
"12504",2,"ENTREGADO","Poco picante.","48.00","3144","6","1"
"12505",2,"ENTREGADO","Poco picante.","56.00","3144","1","1"
"12506",1,"ENTREGADO","Dividir el plato.","34.00","3145","13","1"
"12507",2,"ENTREGADO","Servir bien caliente.","44.00","3145","3","1"
"12508",1,"ENTREGADO","Dividir el plato.","35.00","3145","10","1"
"12509",1,"ENTREGADO","","21.00","3146","4","1"
"12510",2,"ENTREGADO","Usar queso sin lactosa.","64.00","3146","7","1"
"12511",3,"ENTREGADO","Usar queso sin lactosa.","66.00","3146","3","1"
"12512",1,"ENTREGADO","Sin cebolla, por favor.","40.00","3146","14","1"
"12513",3,"ENTREGADO","Evitar ingredientes crudos.","108.00","3147","12","1"
"12514",1,"ENTREGADO","Entrega rápida.","24.00","3147","6","1"
"12515",2,"ENTREGADO","Servir en dos platos.","70.00","3147","10","1"
"12516",1,"ENTREGADO","Sin cebolla, por favor.","35.00","3148","19","1"
"12517",2,"ENTREGADO","Agregar cubiertos adicionales.","44.00","3148","3","1"
"12518",1,"ENTREGADO","","40.00","3148","14","1"
"12519",4,"ENTREGADO","Sin aderezo.","100.00","3148","2","1"
"12520",2,"ENTREGADO","Entrega rápida.","50.00","3148","2","1"
"12521",2,"ENTREGADO","Agregar cubiertos adicionales.","42.00","3149","4","1"
"12522",1,"ENTREGADO","Evitar ingredientes crudos.","20.00","3149","27","1"
"12523",1,"ENTREGADO","Usar queso sin lactosa.","7.00","3149","23","1"
"12524",2,"ENTREGADO","Dividir el plato.","40.00","3149","5","1"
"12525",1,"ENTREGADO","Con limón aparte.","25.00","3150","2","1"
"12526",1,"ENTREGADO","Entrega rápida.","40.00","3150","14","1"
"12527",2,"ENTREGADO","Plato para compartir.","44.00","3150","9","1"
"12528",1,"ENTREGADO","Entrega rápida.","28.00","3151","1","1"
"12529",1,"ENTREGADO","Plato para compartir.","20.00","3151","5","1"
"12530",3,"ENTREGADO","Plato para compartir.","84.00","3152","1","1"
"12531",2,"ENTREGADO","Entrega rápida.","44.00","3152","3","1"
"12532",1,"ENTREGADO","Con limón aparte.","28.00","3152","1","1"
"12533",4,"ENTREGADO","","116.00","3152","18","1"
"12534",1,"ENTREGADO","Dividir el plato.","22.00","3152","9","1"
"12535",3,"ENTREGADO","Evitar ingredientes crudos.","66.00","3152","3","1"
"12536",1,"ENTREGADO","Agregar salsa extra.","30.00","3153","15","1"
"12537",1,"ENTREGADO","Agregar salsa extra.","22.00","3153","9","1"
"12538",2,"ENTREGADO","Evitar ingredientes crudos.","46.00","3154","8","1"
"12539",2,"ENTREGADO","Cocinar bien la carne.","52.00","3154","11","1"
"12540",3,"ENTREGADO","Sin cebolla, por favor.","75.00","3154","2","1"
"12541",1,"ENTREGADO","Entrega rápida.","24.00","3155","6","1"
"12542",2,"ENTREGADO","Preparar como la vez pasada.","64.00","3155","7","1"
"12543",3,"ENTREGADO","","24.00","3155","22","1"
"12544",1,"ENTREGADO","Evitar ingredientes crudos.","30.00","3155","15","1"
"12545",2,"ENTREGADO","","46.00","3155","8","1"
"12546",2,"ENTREGADO","Sin cebolla, por favor.","44.00","3155","3","1"
"12547",1,"ENTREGADO","","29.00","3156","18","1"
"12548",2,"ENTREGADO","Sin aderezo.","50.00","3156","2","1"
"12549",2,"ENTREGADO","No añadir mayonesa.","52.00","3156","11","1"
"12550",2,"ENTREGADO","Sin aderezo.","64.00","3157","7","1"
"12551",2,"ENTREGADO","Entrega rápida.","40.00","3157","27","1"
"12552",3,"ENTREGADO","Preparar como la vez pasada.","105.00","3157","10","1"
"12553",2,"ENTREGADO","Dividir el plato.","80.00","3157","14","1"
"12554",2,"ENTREGADO","Evitar ingredientes crudos.","64.00","3158","7","1"
"12555",4,"ENTREGADO","Cocinar bien la carne.","84.00","3158","4","1"
"12556",1,"ENTREGADO","Dividir el plato.","32.00","3158","7","1"
"12557",1,"ENTREGADO","Servir bien caliente.","31.00","3158","16","1"
"12558",1,"ENTREGADO","Poco picante.","35.00","3158","19","1"
"12559",2,"ENTREGADO","No añadir mayonesa.","44.00","3159","9","1"
"12560",1,"ENTREGADO","Preparar como la vez pasada.","29.00","3159","18","1"
"12561",1,"ENTREGADO","Plato para compartir.","25.00","3160","2","1"
"12562",1,"ENTREGADO","Poco picante.","40.00","3160","14","1"
"12563",1,"ENTREGADO","No añadir mayonesa.","35.00","3160","10","1"
"12564",2,"ENTREGADO","Usar queso sin lactosa.","12.00","3161","24","1"
"12565",1,"ENTREGADO","Con limón aparte.","28.00","3161","1","1"
"12566",2,"ENTREGADO","Evitar ingredientes crudos.","56.00","3161","1","1"
"12567",1,"ENTREGADO","Sin aderezo.","35.00","3161","10","1"
"12568",1,"ENTREGADO","Entrega rápida.","22.00","3161","9","1"
"12569",1,"ENTREGADO","Preparar como la vez pasada.","40.00","3162","14","1"
"12570",2,"ENTREGADO","Agregar cubiertos adicionales.","68.00","3162","13","1"
"12571",1,"ENTREGADO","Agregar cubiertos adicionales.","20.00","3162","5","1"
"12572",2,"ENTREGADO","Con limón aparte.","48.00","3162","6","1"
"12573",1,"ENTREGADO","Agregar cubiertos adicionales.","23.00","3162","8","1"
"12574",1,"ENTREGADO","Dividir el plato.","22.00","3162","9","1"
"12575",2,"ENTREGADO","Cocinar bien la carne.","40.00","3163","5","1"
"12576",1,"ENTREGADO","Con limón aparte.","22.00","3163","9","1"
"12577",2,"ENTREGADO","Con limón aparte.","44.00","3163","9","1"
"12578",3,"ENTREGADO","Servir en dos platos.","90.00","3163","15","1"
"12579",1,"ENTREGADO","Cocinar bien la carne.","24.00","3164","6","1"
"12580",1,"ENTREGADO","Entrega rápida.","28.00","3164","1","1"
"12581",1,"ENTREGADO","Servir bien caliente.","23.00","3164","8","1"
"12582",1,"ENTREGADO","Dividir el plato.","24.00","3164","6","1"
"12583",2,"ENTREGADO","","44.00","3164","3","1"
"12584",2,"ENTREGADO","Plato para compartir.","50.00","3165","2","1"
"12585",1,"ENTREGADO","Sin cebolla, por favor.","31.00","3165","16","1"
"12586",1,"ENTREGADO","Dividir el plato.","34.00","3165","13","1"
"12587",2,"ENTREGADO","Cocinar bien la carne.","40.00","3165","5","1"
"12588",3,"ENTREGADO","Agregar cubiertos adicionales.","99.00","3165","17","1"
"12589",1,"ENTREGADO","Plato para compartir.","38.00","3165","20","1"
"12590",1,"ENTREGADO","Entrega rápida.","38.00","3166","20","1"
"12591",1,"ENTREGADO","Poco picante.","22.00","3166","3","1"
"12592",2,"ENTREGADO","Servir bien caliente.","16.00","3167","22","1"
"12593",1,"ENTREGADO","Evitar ingredientes crudos.","32.00","3167","7","1"
"12594",2,"ENTREGADO","Preparar como la vez pasada.","44.00","3167","3","1"
"12595",1,"ENTREGADO","Agregar salsa extra.","35.00","3168","19","1"
"12596",1,"ENTREGADO","Agregar cubiertos adicionales.","30.00","3168","15","1"
"12597",1,"ENTREGADO","Servir bien caliente.","21.00","3169","4","1"
"12598",2,"ENTREGADO","Cocinar bien la carne.","42.00","3169","4","1"
"12599",2,"ENTREGADO","","68.00","3169","13","1"
"12600",1,"ENTREGADO","No incluir pan.","31.00","3169","16","1"
"12601",2,"ENTREGADO","Plato para compartir.","46.00","3169","8","1"
"12602",4,"ENTREGADO","Plato para compartir.","88.00","3170","3","1"
"12603",1,"ENTREGADO","Preparar como la vez pasada.","31.00","3170","16","1"
"12604",2,"ENTREGADO","No incluir pan.","76.00","3170","20","1"
"12605",2,"ENTREGADO","Servir en dos platos.","52.00","3170","11","1"
"12606",1,"ENTREGADO","No añadir mayonesa.","28.00","3170","1","1"
"12607",1,"ENTREGADO","Servir bien caliente.","10.00","3171","28","1"
"12608",2,"ENTREGADO","Plato para compartir.","66.00","3171","17","1"
"12609",1,"ENTREGADO","Servir bien caliente.","35.00","3171","10","1"
"12610",3,"ENTREGADO","Plato para compartir.","75.00","3171","2","1"
"12611",1,"ENTREGADO","Dividir el plato.","6.00","3171","24","1"
"12612",1,"ENTREGADO","Servir en dos platos.","22.00","3171","3","1"
"12613",1,"ENTREGADO","Preparar como la vez pasada.","22.00","3172","9","1"
"12614",3,"ENTREGADO","Agregar cubiertos adicionales.","18.00","3172","24","1"
"12615",3,"ENTREGADO","Con limón aparte.","24.00","3172","22","1"
"12616",2,"ENTREGADO","No incluir pan.","50.00","3172","2","1"
"12617",3,"ENTREGADO","Cocinar bien la carne.","93.00","3172","16","1"
"12618",1,"ENTREGADO","Entrega rápida.","40.00","3173","14","1"
"12619",2,"ENTREGADO","Agregar cubiertos adicionales.","56.00","3173","1","1"
"12620",2,"ENTREGADO","Servir bien caliente.","56.00","3173","1","1"
"12621",2,"ENTREGADO","No incluir pan.","70.00","3173","10","1"
"12622",1,"ENTREGADO","Servir en dos platos.","18.00","3173","21","1"
"12623",2,"ENTREGADO","Poco picante.","70.00","3173","10","1"
"12624",2,"ENTREGADO","Evitar ingredientes crudos.","72.00","3174","12","1"
"12625",1,"ENTREGADO","No añadir mayonesa.","29.00","3174","18","1"
"12626",2,"ENTREGADO","Servir en dos platos.","70.00","3174","10","1"
"12627",1,"ENTREGADO","Servir en dos platos.","23.00","3174","8","1"
"12628",1,"ENTREGADO","Agregar cubiertos adicionales.","18.00","3174","21","1"
"12629",3,"ENTREGADO","Con limón aparte.","90.00","3174","15","1"
"12630",3,"ENTREGADO","Poco picante.","63.00","3175","4","1"
"12631",1,"ENTREGADO","No incluir pan.","30.00","3175","15","1"
"12632",3,"ENTREGADO","Sin cebolla, por favor.","51.00","3176","26","1"
"12633",2,"ENTREGADO","No añadir mayonesa.","56.00","3176","1","1"
"12634",4,"ENTREGADO","Sin aderezo.","124.00","3176","16","1"
"12635",1,"ENTREGADO","Entrega rápida.","21.00","3176","4","1"
"12636",1,"ENTREGADO","","22.00","3176","3","1"
"12637",2,"ENTREGADO","","40.00","3176","5","1"
"12638",1,"ENTREGADO","Preparar como la vez pasada.","22.00","3177","9","1"
"12639",1,"ENTREGADO","Poco picante.","31.00","3177","16","1"
"12640",3,"ENTREGADO","Evitar ingredientes crudos.","105.00","3177","19","1"
"12641",1,"ENTREGADO","Usar queso sin lactosa.","24.00","3177","6","1"
"12642",2,"ENTREGADO","No añadir mayonesa.","66.00","3177","17","1"
"12643",2,"ENTREGADO","Servir bien caliente.","46.00","3177","8","1"
"12644",2,"ENTREGADO","Preparar como la vez pasada.","52.00","3178","11","1"
"12645",1,"ENTREGADO","Cocinar bien la carne.","28.00","3178","1","1"
"12646",2,"ENTREGADO","Servir bien caliente.","44.00","3178","3","1"
"12647",1,"ENTREGADO","Cocinar bien la carne.","31.00","3178","16","1"
"12648",2,"ENTREGADO","Servir en dos platos.","36.00","3179","21","1"
"12649",1,"ENTREGADO","Poco picante.","20.00","3179","5","1"
"12650",2,"ENTREGADO","Poco picante.","56.00","3179","1","1"
"12651",2,"ENTREGADO","Agregar cubiertos adicionales.","14.00","3179","23","1"
"12652",3,"ENTREGADO","Agregar cubiertos adicionales.","84.00","3179","1","1"
"12653",1,"ENTREGADO","","36.00","3180","12","1"
"12654",1,"ENTREGADO","Cocinar bien la carne.","20.00","3180","5","1"
"12655",2,"ENTREGADO","No incluir pan.","62.00","3180","16","1"
"12656",2,"ENTREGADO","Dividir el plato.","70.00","3180","10","1"
"12657",2,"ENTREGADO","Sin aderezo.","42.00","3181","4","1"
"12658",1,"ENTREGADO","Usar queso sin lactosa.","24.00","3181","6","1"
"12659",3,"ENTREGADO","Sin aderezo.","66.00","3181","9","1"
"12660",1,"ENTREGADO","","33.00","3182","17","1"
"12661",4,"ENTREGADO","Con limón aparte.","112.00","3182","1","1"
"12662",1,"ENTREGADO","Evitar ingredientes crudos.","25.00","3182","2","1"
"12663",3,"ENTREGADO","Usar queso sin lactosa.","72.00","3182","6","1"
"12664",2,"ENTREGADO","Entrega rápida.","48.00","3183","6","1"
"12665",1,"ENTREGADO","Cocinar bien la carne.","35.00","3183","10","1"
"12666",1,"ENTREGADO","Servir bien caliente.","22.00","3183","9","1"
"12667",3,"ENTREGADO","Poco picante.","96.00","3183","7","1"
"12668",2,"ENTREGADO","Dividir el plato.","46.00","3183","8","1"
"12669",1,"ENTREGADO","Dividir el plato.","6.00","3183","24","1"
"12670",1,"ENTREGADO","Sin aderezo.","24.00","3184","6","1"
"12671",2,"ENTREGADO","Cocinar bien la carne.","44.00","3184","9","1"
"12672",3,"ENTREGADO","Cocinar bien la carne.","72.00","3184","6","1"
"12673",2,"ENTREGADO","Servir bien caliente.","42.00","3185","4","1"
"12674",1,"ENTREGADO","Servir bien caliente.","25.00","3185","2","1"
"12675",3,"ENTREGADO","Agregar cubiertos adicionales.","84.00","3186","1","1"
"12676",1,"ENTREGADO","Con limón aparte.","35.00","3186","10","1"
"12677",3,"ENTREGADO","Con limón aparte.","90.00","3186","15","1"
"12678",1,"ENTREGADO","Sin aderezo.","32.00","3186","7","1"
"12679",2,"ENTREGADO","No añadir mayonesa.","50.00","3187","2","1"
"12680",3,"ENTREGADO","Cocinar bien la carne.","75.00","3187","2","1"
"12681",1,"ENTREGADO","No incluir pan.","28.00","3187","1","1"
"12682",1,"ENTREGADO","Servir en dos platos.","22.00","3187","3","1"
"12683",1,"ENTREGADO","Servir en dos platos.","32.00","3187","7","1"
"12684",2,"ENTREGADO","Agregar cubiertos adicionales.","50.00","3187","2","1"
"12685",1,"ENTREGADO","Servir en dos platos.","24.00","3188","6","1"
"12686",1,"ENTREGADO","Agregar cubiertos adicionales.","18.00","3188","21","1"
"12687",1,"ENTREGADO","No incluir pan.","22.00","3189","3","1"
