"pedido_id","estado","fecha_hora","notas","total","tenant_id","cuenta_mesa_id"
"3241",True,"2023-12-06 20:34:51.704327","Agregar salsa extra.","309","1","2742"
"3242",True,"2024-07-01 13:22:56.221839","Con limón aparte.","175","1","2743"
"3243",True,"2024-07-01 14:24:17.571031","Sin aderezo.","136","1","2743"
"3244",True,"2025-01-28 20:02:01.689657","Cocinar bien la carne.","304","1","2744"
"3245",True,"2024-07-03 20:22:17.985702","Entrega rápida.","336","1","2745"
"3246",True,"2024-07-03 19:58:54.766327","Agregar cubiertos adicionales.","198","1","2745"
"3247",True,"2025-01-21 14:21:20.912807","Entrega rápida.","248","1","2746"
"3248",True,"2025-04-18 22:03:55.125875","Con limón aparte.","247","1","2747"
"3249",True,"2024-12-06 20:47:43.308327","Poco picante.","251","1","2748"
"3250",True,"2024-07-05 20:10:32.124036","Sin aderezo.","212","1","2749"
"3251",True,"2025-01-24 13:59:40.671617","Usar queso sin lactosa.","74","1","2750"
"3252",True,"2025-04-18 14:21:29.189084","Agregar salsa extra.","54","1","2751"
"3253",True,"2025-01-03 13:26:20.481064","Agregar cubiertos adicionales.","110","1","2752"
"3254",True,"2023-07-14 21:14:35.324724","Agregar salsa extra.","149","1","2753"
"3255",True,"2023-06-30 16:45:51.771908","Preparar como la vez pasada.","214","1","2754"
"3256",True,"2024-08-02 21:18:47.933394","","203","1","2755"
"3257",True,"2023-10-27 13:59:36.993637","Sin aderezo.","293","1","2756"
"3258",True,"2023-10-27 13:41:21.206155","No añadir mayonesa.","165","1","2756"
"3259",True,"2024-12-20 13:49:55.402183","Sin aderezo.","122","1","2757"
"3260",True,"2025-06-02 00:00:00","Plato para compartir.","47","1","2758"
"3261",True,"2025-06-02 00:00:00","Sin aderezo.","200","1","2758"
"3262",True,"2023-09-11 19:27:42.458937","Cocinar bien la carne.","254","1","2759"
"3263",True,"2023-09-11 20:11:55.316089","Agregar cubiertos adicionales.","210","1","2759"
"3264",True,"2023-06-18 20:54:06.186368","No incluir pan.","132","1","2760"
"3265",True,"2024-12-29 21:07:44.42479","Sin cebolla, por favor.","76","1","2761"
"3266",True,"2025-02-14 20:29:42.95947","Evitar ingredientes crudos.","231","1","2762"
"3267",True,"2024-02-02 14:07:21.818232","Dividir el plato.","145","1","2763"
"3268",True,"2023-10-05 14:03:29.705145","Usar queso sin lactosa.","298","1","2764"
"3269",True,"2023-10-05 15:18:46.543691","Agregar cubiertos adicionales.","261","1","2764"
"3270",True,"2023-08-18 15:29:27.550348","Sin aderezo.","104","1","2765"
"3271",True,"2024-07-05 15:00:23.193696","Entrega rápida.","157","1","2766"
"3272",True,"2023-08-18 15:04:12.712864","Preparar como la vez pasada.","356","1","2767"
"3273",True,"2024-11-22 20:34:54.604752","No añadir mayonesa.","232","1","2768"
"3274",True,"2024-06-14 23:02:13.470522","Entrega rápida.","318","1","2769"
"3275",True,"2024-07-08 13:35:00.851291","Sin cebolla, por favor.","274","1","2770"
"3276",True,"2023-10-16 14:04:54.784905","Agregar salsa extra.","301","1","2771"
"3277",True,"2023-10-16 14:51:42.232822","Sin cebolla, por favor.","224","1","2771"
"3278",True,"2025-06-02 00:00:00","No incluir pan.","54","1","2772"
"3279",True,"2023-12-08 21:36:24.524472","Cocinar bien la carne.","231","1","2773"
"3280",True,"2024-07-26 16:36:55.975327","Dividir el plato.","248","1","2774"
"3281",True,"2024-07-26 16:07:08.931875","Con limón aparte.","178","1","2774"
"3282",True,"2024-07-26 16:59:47.866708","Sin cebolla, por favor.","290","1","2774"
"3283",True,"2024-12-27 12:33:26.925135","Servir en dos platos.","227","1","2775"
"3284",True,"2024-07-26 20:33:05.225483","Dividir el plato.","95","1","2776"
"3285",True,"2024-11-22 21:14:36.221656","Poco picante.","239","1","2777"
"3286",True,"2024-08-07 13:23:31.696337","Entrega rápida.","48","1","2778"
"3287",True,"2023-12-22 21:10:06.317329","Agregar salsa extra.","270","1","2779"
"3288",True,"2023-12-22 20:25:39.216758","Evitar ingredientes crudos.","109","1","2779"
"3289",True,"2023-06-09 13:44:35.926655","Plato para compartir.","377","1","2780"
"3290",True,"2025-02-04 13:02:21.16305","Con limón aparte.","185","1","2781"
"3291",True,"2023-09-14 22:27:35.893316","Dividir el plato.","114","1","2782"
"3292",True,"2024-12-05 14:53:57.21675","Cocinar bien la carne.","134","1","2783"
"3293",True,"2024-12-20 21:56:20.996101","Con limón aparte.","280","1","2784"
"3294",True,"2024-05-24 22:39:55.340263","Sin aderezo.","140","1","2785"
"3295",True,"2024-05-24 21:54:50.149882","Dividir el plato.","181","1","2785"
"3296",True,"2024-05-24 22:34:07.597284","Sin cebolla, por favor.","314","1","2785"
"3297",True,"2025-06-02 00:00:00","Servir en dos platos.","184","1","2786"
"3298",True,"2025-06-02 00:00:00","Poco picante.","238","1","2786"
"3299",True,"2025-02-07 15:43:04.134688","Usar queso sin lactosa.","73","1","2787"
"3300",True,"2025-01-31 13:44:38.072457","Sin aderezo.","147","1","2788"
"3301",True,"2025-02-08 13:25:00.477475","No incluir pan.","130","1","2789"
"3302",True,"2023-06-23 19:27:15.562498","Sin aderezo.","92","1","2790"
"3303",True,"2024-08-21 15:29:31.252048","","211","1","2791"
"3304",True,"2024-04-05 14:04:18.484962","No añadir mayonesa.","102","1","2792"
"3305",True,"2024-07-14 21:43:20.022332","Entrega rápida.","308","1","2793"
"3306",True,"2023-12-08 14:03:26.296741","Poco picante.","89","1","2794"
"3307",True,"2023-12-01 12:48:11.951695","Agregar salsa extra.","294","1","2795"
"3308",True,"2024-05-17 20:51:15.594713","Dividir el plato.","225","1","2796"
"3309",True,"2024-07-05 19:13:14.422581","Plato para compartir.","307","1","2797"
"3310",True,"2024-08-12 22:39:25.40496","Servir en dos platos.","199","1","2798"
"3311",True,"2024-04-26 13:35:19.154066","Dividir el plato.","63","1","2799"
"3312",True,"2024-04-26 15:09:39.850326","Preparar como la vez pasada.","235","1","2799"
"3313",True,"2025-06-02 00:00:00","Agregar salsa extra.","165","1","2800"
"3314",True,"2025-06-02 00:00:00","Sin aderezo.","64","1","2800"
"3315",True,"2025-06-02 00:00:00","Entrega rápida.","219","1","2801"
"3316",True,"2024-06-03 20:30:21.518389","No añadir mayonesa.","163","1","2802"
"3317",True,"2023-10-09 14:36:41.153578","Preparar como la vez pasada.","257","1","2803"
"3318",True,"2023-10-09 14:14:42.867823","","165","1","2803"
"3319",True,"2023-10-09 15:24:34.027424","Servir bien caliente.","431","1","2803"
"3320",True,"2024-11-27 13:03:50.889256","","134","1","2804"
"3321",True,"2025-03-21 13:48:18.789438","Evitar ingredientes crudos.","68","1","2805"
"3322",True,"2025-03-28 23:10:53.11249","No añadir mayonesa.","109","1","2806"
"3323",True,"2024-06-21 22:11:32.964432","Poco picante.","308","1","2807"
"3324",True,"2023-06-04 22:16:52.516442","Evitar ingredientes crudos.","201","1","2808"
"3325",True,"2024-08-12 22:52:22.143092","Dividir el plato.","180","1","2809"
"3326",True,"2024-12-22 15:35:49.38218","Cocinar bien la carne.","184","1","2810"
"3327",True,"2024-05-31 13:40:46.654321","Entrega rápida.","97","1","2811"
"3328",True,"2025-06-02 00:00:00","Poco picante.","142","1","2812"
"3329",True,"2023-07-29 22:38:14.611204","No incluir pan.","121","1","2813"
"3330",True,"2025-06-02 00:00:00","Con limón aparte.","137","1","2814"
"3331",True,"2025-03-07 13:31:03.791618","Evitar ingredientes crudos.","183","1","2815"
"3332",True,"2025-01-24 21:45:53.541615","Usar queso sin lactosa.","406","1","2816"
"3333",True,"2024-08-13 14:18:55.602272","Poco picante.","241","1","2817"
"3334",True,"2024-09-08 14:45:37.134426","Sin aderezo.","334","1","2818"
"3335",True,"2025-06-02 00:00:00","Usar queso sin lactosa.","177","1","2819"
"3336",True,"2023-10-09 20:46:18.796316","Entrega rápida.","173","1","2820"
"3337",True,"2024-08-02 16:19:37.84687","Servir bien caliente.","103","1","2821"
"3338",True,"2024-08-09 16:13:44.255859","Sin aderezo.","129","1","2822"
"3339",True,"2024-01-13 14:35:25.267743","Agregar salsa extra.","174","1","2823"
"3340",True,"2024-01-13 13:43:21.809691","Entrega rápida.","199","1","2823"
"3341",True,"2024-10-14 20:33:57.73173","Con limón aparte.","238","1","2824"
"3342",True,"2024-08-29 13:41:04.808204","No incluir pan.","93","1","2825"
"3343",True,"2023-10-06 14:13:09.849783","No añadir mayonesa.","371","1","2826"
"3344",True,"2024-05-03 13:03:17.277941","Usar queso sin lactosa.","200","1","2827"
"3345",True,"2024-05-03 13:36:47.497324","Poco picante.","93","1","2827"
"3346",True,"2024-09-02 13:53:16.012284","Sin aderezo.","379","1","2828"
"3347",True,"2025-06-02 00:00:00","No añadir mayonesa.","268","1","2829"
"3348",True,"2025-06-02 00:00:00","No incluir pan.","31","1","2829"
"3349",True,"2023-06-09 15:42:21.90079","No incluir pan.","183","1","2830"
"3350",True,"2024-10-18 13:46:46.586125","No incluir pan.","132","1","2831"
"3351",True,"2023-12-29 13:33:58.132531","Sin cebolla, por favor.","92","1","2832"
"3352",True,"2023-12-29 14:24:47.323772","","118","1","2832"
"3353",True,"2023-12-29 14:34:27.746043","Servir en dos platos.","202","1","2832"
"3354",True,"2023-12-22 14:29:55.787035","","216","1","2833"
"3355",True,"2024-07-12 20:12:23.662799","Evitar ingredientes crudos.","121","1","2834"
"3356",True,"2024-07-15 14:21:54.393678","No incluir pan.","367","1","2835"
"3357",True,"2024-07-15 16:02:24.524151","Poco picante.","281","1","2835"
"3358",True,"2024-08-29 20:44:01.909643","Plato para compartir.","115","1","2836"
"3359",True,"2024-08-29 20:29:47.875205","Entrega rápida.","218","1","2836"
"3360",True,"2025-06-02 00:00:00","Cocinar bien la carne.","71","1","2837"
"3361",True,"2024-06-28 21:33:01.794813","Cocinar bien la carne.","327","1","2838"
"3362",True,"2024-06-28 21:57:58.13437","","338","1","2838"
"3363",True,"2023-06-30 19:26:38.090655","Servir en dos platos.","94","1","2839"
"3364",True,"2023-11-03 14:30:29.469154","","66","1","2840"
"3365",True,"2023-08-25 19:37:09.379193","Dividir el plato.","123","1","2841"
"3366",True,"2023-08-25 20:39:03.334339","Servir bien caliente.","164","1","2841"
"3367",True,"2023-08-25 19:32:54.314304","Sin cebolla, por favor.","245","1","2841"
"3368",True,"2024-12-06 21:18:25.407839","No añadir mayonesa.","202","1","2842"
"3369",True,"2025-06-02 00:00:00","Poco picante.","93","1","2843"
"3370",True,"2025-05-09 20:51:36.876008","Preparar como la vez pasada.","113","1","2844"
"3371",True,"2024-09-13 15:00:06.143127","Usar queso sin lactosa.","106","1","2845"
"3372",True,"2024-08-28 21:13:32.171756","Entrega rápida.","140","1","2846"
"3373",True,"2023-11-07 22:44:03.26929","No añadir mayonesa.","154","1","2847"
"3374",True,"2024-10-09 14:14:55.051163","Cocinar bien la carne.","340","1","2848"
"3375",True,"2023-09-01 20:38:20.426408","Con limón aparte.","165","1","2849"
"3376",True,"2023-11-17 13:12:32.372252","Evitar ingredientes crudos.","105","1","2850"
"3377",True,"2023-12-15 14:07:50.776174","Sin cebolla, por favor.","79","1","2851"
"3378",True,"2024-07-09 21:58:49.761177","Usar queso sin lactosa.","175","1","2852"
"3379",True,"2024-07-09 21:41:18.781069","Con limón aparte.","162","1","2852"
"3380",True,"2023-11-17 13:16:48.242065","Evitar ingredientes crudos.","168","1","2853"
"3381",True,"2023-08-09 15:40:20.091451","No incluir pan.","223","1","2854"
"3382",True,"2023-06-09 15:45:52.049739","Agregar salsa extra.","246","1","2855"
"3383",True,"2023-06-09 13:26:55.860321","Poco picante.","340","1","2855"
"3384",True,"2024-08-16 14:08:08.208885","Poco picante.","379","1","2856"
"3385",True,"2023-10-08 15:27:16.637436","Plato para compartir.","159","1","2857"
"3386",True,"2023-06-09 20:42:29.764901","Preparar como la vez pasada.","206","1","2858"
"3387",True,"2024-01-19 14:25:58.75382","","126","1","2859"
"3388",True,"2023-10-27 21:19:39.633205","Plato para compartir.","207","1","2860"
"3389",True,"2023-10-27 20:23:56.319554","Usar queso sin lactosa.","218","1","2860"
"3390",True,"2023-07-16 14:06:29.783714","Usar queso sin lactosa.","55","1","2861"
"3391",True,"2023-07-16 13:05:20.793658","Plato para compartir.","141","1","2861"
"3392",True,"2023-07-16 13:17:34.030573","Plato para compartir.","203","1","2861"
"3393",True,"2024-03-30 21:35:13.714181","Evitar ingredientes crudos.","212","1","2862"
"3394",True,"2025-02-24 20:34:29.885765","Servir en dos platos.","336","1","2863"
"3395",True,"2024-06-09 21:38:56.862003","Evitar ingredientes crudos.","352","1","2864"
"3396",True,"2024-08-19 12:43:05.786557","Con limón aparte.","117","1","2865"
"3397",True,"2023-10-21 21:55:15.04255","Poco picante.","323","1","2866"
"3398",True,"2023-10-10 16:53:58.778228","Preparar como la vez pasada.","159","1","2867"
"3399",True,"2023-10-10 16:07:22.800714","Servir en dos platos.","234","1","2867"
"3400",True,"2025-05-16 19:55:43.72752","Agregar salsa extra.","195","1","2868"
"3401",True,"2023-07-10 12:27:05.235118","Cocinar bien la carne.","243","1","2869"
"3402",True,"2023-07-07 16:34:38.759025","No añadir mayonesa.","97","1","2870"
"3403",True,"2024-05-17 14:30:04.443326","Agregar salsa extra.","236","1","2871"
"3404",True,"2023-12-01 19:58:27.256367","Evitar ingredientes crudos.","263","1","2872"
"3405",True,"2025-05-30 22:14:53.456583","Cocinar bien la carne.","43","1","2873"
"3406",True,"2023-08-25 23:40:43.765954","Servir bien caliente.","140","1","2874"
"3407",True,"2024-04-19 21:56:25.906684","Sin aderezo.","170","1","2875"
"3408",True,"2023-07-12 21:45:30.583083","Poco picante.","241","1","2876"
"3409",True,"2023-07-12 23:10:17.468094","Cocinar bien la carne.","53","1","2876"
"3410",True,"2023-09-01 13:05:04.748773","Sin cebolla, por favor.","115","1","2877"
"3411",True,"2023-12-27 14:22:53.657257","Sin aderezo.","161","1","2878"
"3412",True,"2024-08-05 20:13:32.71908","Agregar salsa extra.","271","1","2879"
"3413",True,"2024-08-05 21:52:16.929528","Preparar como la vez pasada.","157","1","2879"
"3414",True,"2023-07-01 21:52:04.939086","Sin aderezo.","190","1","2880"
"3415",True,"2024-08-22 20:41:00.297888","Servir en dos platos.","232","1","2881"
"3416",True,"2023-08-11 20:50:39.716101","","97","1","2882"
"3417",True,"2023-08-11 21:45:26.810608","Entrega rápida.","194","1","2882"
"3418",True,"2025-05-30 20:32:58.273654","Sin aderezo.","64","1","2883"
"3419",True,"2025-05-30 20:05:04.043105","Servir bien caliente.","325","1","2883"
"3420",True,"2024-07-07 23:29:28.639985","Con limón aparte.","183","1","2884"
"3421",True,"2024-07-07 23:11:13.292856","Con limón aparte.","170","1","2884"
"3422",True,"2025-05-16 14:30:00.969299","Usar queso sin lactosa.","169","1","2885"
"3423",True,"2023-07-09 14:32:28.388213","Agregar cubiertos adicionales.","302","1","2886"
"3424",True,"2025-02-14 13:11:58.28087","Plato para compartir.","152","1","2887"
"3425",True,"2023-10-23 21:49:57.330463","Agregar cubiertos adicionales.","209","1","2888"
"3426",True,"2024-07-21 22:26:17.837806","No incluir pan.","188","1","2889"
"3427",True,"2025-04-11 15:03:56.840568","No incluir pan.","129","1","2890"
"3428",True,"2023-06-30 21:15:54.857702","Usar queso sin lactosa.","272","1","2891"
"3429",True,"2024-08-23 21:33:10.758925","Servir bien caliente.","200","1","2892"
"3430",True,"2024-08-23 21:48:56.561396","Agregar salsa extra.","302","1","2892"
"3431",True,"2023-08-28 15:10:55.092734","Sin aderezo.","63","1","2893"
"3432",True,"2024-09-20 16:02:28.149764","Preparar como la vez pasada.","188","1","2894"
"3433",True,"2024-10-11 22:12:14.906316","Poco picante.","162","1","2895"
"3434",True,"2024-12-27 12:27:31.310808","Plato para compartir.","133","1","2896"
"3435",True,"2023-09-21 15:03:05.966063","Agregar cubiertos adicionales.","272","1","2897"
"3436",True,"2025-01-26 20:22:45.049827","Con limón aparte.","209","1","2898"
"3437",True,"2024-12-12 15:00:35.039196","Evitar ingredientes crudos.","121","1","2899"
"3438",True,"2025-06-02 00:00:00","Dividir el plato.","321","1","2900"
"3439",True,"2025-06-02 00:00:00","Sin cebolla, por favor.","226","1","2901"
"3440",True,"2023-08-06 22:06:37.49982","Plato para compartir.","206","1","2902"
"3441",True,"2023-07-01 20:02:05.309991","No incluir pan.","249","1","2903"
"3442",True,"2023-08-21 21:42:31.840085","Usar queso sin lactosa.","316","1","2904"
"3443",True,"2024-06-30 16:09:32.174405","Servir bien caliente.","173","1","2905"
"3444",True,"2023-06-27 21:47:43.474804","Usar queso sin lactosa.","262","1","2906"
"3445",True,"2025-04-11 21:50:09.363256","Evitar ingredientes crudos.","98","1","2907"
"3446",True,"2024-12-08 15:44:21.660815","Usar queso sin lactosa.","102","1","2908"
"3447",True,"2024-12-05 21:26:36.020885","Agregar salsa extra.","258","1","2909"
"3448",True,"2025-06-02 00:00:00","No añadir mayonesa.","107","1","2910"
"3449",True,"2025-03-14 19:27:29.137235","Sin aderezo.","313","1","2911"
"3450",True,"2024-02-09 20:55:43.092384","Cocinar bien la carne.","313","1","2912"
"3451",True,"2024-02-09 22:12:45.511274","Servir bien caliente.","192","1","2913"
"3452",True,"2024-08-15 20:21:15.96607","Sin aderezo.","94","1","2914"
"3453",True,"2024-04-23 21:30:21.158959","Agregar cubiertos adicionales.","257","1","2915"
"3454",True,"2023-07-16 22:00:01.634542","Poco picante.","248","1","2916"
"3455",True,"2024-10-15 20:59:02.856679","Agregar salsa extra.","167","1","2917"
"3456",True,"2024-08-09 13:32:30.070292","Dividir el plato.","131","1","2918"
"3457",True,"2025-06-02 00:00:00","No incluir pan.","52","1","2919"
"3458",True,"2024-08-20 21:28:37.795777","Evitar ingredientes crudos.","43","1","2920"
"3459",True,"2024-10-17 14:47:51.426472","No añadir mayonesa.","87","1","2921"
"3460",True,"2024-02-01 15:24:43.098096","Entrega rápida.","108","1","2922"
"3461",True,"2024-02-01 15:10:43.9918","Cocinar bien la carne.","70","1","2922"
"3462",True,"2023-11-03 20:47:32.207474","No incluir pan.","125","1","2923"
"3463",True,"2024-07-22 22:10:08.531839","Preparar como la vez pasada.","244","1","2924"
"3464",True,"2024-07-22 21:28:51.655055","No añadir mayonesa.","220","1","2924"
"3465",True,"2025-03-10 20:55:38.977871","No añadir mayonesa.","63","1","2925"
"3466",True,"2023-08-25 16:47:48.8774","Poco picante.","311","1","2926"
"3467",True,"2023-08-25 14:27:10.739704","Dividir el plato.","212","1","2926"
"3468",True,"2025-05-23 14:31:37.769109","Dividir el plato.","212","1","2927"
"3469",True,"2023-12-29 14:06:32.727629","Con limón aparte.","170","1","2928"
"3470",True,"2024-06-19 22:13:12.205681","Plato para compartir.","250","1","2929"
"3471",True,"2023-07-07 21:25:17.094503","Agregar cubiertos adicionales.","122","1","2930"
"3472",True,"2024-08-09 19:26:35.355603","Con limón aparte.","58","1","2931"
"3473",True,"2024-08-09 19:30:01.372245","Plato para compartir.","245","1","2931"
"3474",True,"2024-08-09 19:24:06.548239","Entrega rápida.","245","1","2931"
"3475",True,"2023-08-18 12:29:45.944333","Poco picante.","92","1","2932"
"3476",True,"2025-04-25 13:46:33.660929","No añadir mayonesa.","251","1","2933"
"3477",True,"2024-03-15 21:42:39.541246","Servir en dos platos.","112","1","2934"
"3478",True,"2023-09-02 12:42:21.962309","Poco picante.","76","1","2935"
"3479",True,"2024-06-14 22:35:07.351247","Evitar ingredientes crudos.","193","1","2936"
"3480",True,"2024-09-27 20:16:00.626528","Usar queso sin lactosa.","318","1","2937"
"3481",True,"2024-03-29 21:28:14.156488","No añadir mayonesa.","215","1","2938"
"3482",True,"2024-03-29 21:34:38.423498","","278","1","2938"
"3483",True,"2024-02-16 16:22:11.257038","Cocinar bien la carne.","171","1","2939"
"3484",True,"2025-04-12 14:27:15.706739","Plato para compartir.","90","1","2940"
"3485",True,"2025-04-21 21:38:02.532018","Entrega rápida.","255","1","2941"
"3486",True,"2024-01-06 20:50:59.583706","Plato para compartir.","86","1","2942"
"3487",True,"2024-01-06 20:00:19.859533","Sin aderezo.","281","1","2942"
"3488",True,"2024-07-22 20:41:09.721744","Con limón aparte.","304","1","2943"
"3489",True,"2024-08-30 20:53:39.849242","Sin aderezo.","73","1","2944"
"3490",True,"2024-08-30 20:55:21.130936","Usar queso sin lactosa.","237","1","2944"
"3491",True,"2024-10-18 15:43:47.742718","No añadir mayonesa.","61","1","2945"
"3492",True,"2023-08-04 13:04:26.622288","Preparar como la vez pasada.","205","1","2946"
"3493",True,"2024-12-27 15:22:59.991482","Cocinar bien la carne.","227","1","2947"
"3494",True,"2024-11-01 12:41:16.535929","Sin cebolla, por favor.","154","1","2948"
"3495",True,"2024-03-08 22:17:49.659012","Evitar ingredientes crudos.","272","1","2949"
"3496",True,"2024-03-08 21:30:29.92641","Sin cebolla, por favor.","198","1","2949"
"3497",True,"2024-12-13 14:15:07.482788","Agregar cubiertos adicionales.","227","1","2950"
"3498",True,"2024-08-19 13:28:41.172572","No incluir pan.","239","1","2951"
"3499",True,"2024-08-19 12:37:31.026278","Agregar salsa extra.","281","1","2951"
"3500",True,"2024-12-01 14:09:34.346607","Entrega rápida.","268","1","2952"
"3501",True,"2024-12-01 14:10:16.056299","Dividir el plato.","188","1","2952"
"3502",True,"2025-06-02 00:00:00","Preparar como la vez pasada.","284","1","2953"
"3503",True,"2025-06-02 00:00:00","Agregar salsa extra.","213","1","2953"
"3504",True,"2025-03-27 14:38:31.225472","Evitar ingredientes crudos.","355","1","2954"
"3505",True,"2025-03-28 12:44:11.58414","Usar queso sin lactosa.","161","1","2955"
"3506",True,"2023-07-23 19:25:04.91987","Entrega rápida.","142","1","2956"
"3507",True,"2025-04-01 14:25:34.928384","Preparar como la vez pasada.","161","1","2957"
"3508",True,"2023-09-22 13:02:13.486881","Servir en dos platos.","180","1","2958"
"3509",True,"2024-08-05 20:55:40.890081","Evitar ingredientes crudos.","374","1","2959"
"3510",True,"2024-08-13 20:07:54.920918","Servir bien caliente.","247","1","2960"
"3511",True,"2023-08-24 19:44:42.740203","No añadir mayonesa.","184","1","2961"
"3512",True,"2024-12-13 14:46:06.372071","Servir en dos platos.","133","1","2962"
"3513",True,"2024-12-21 13:56:33.243556","Dividir el plato.","177","1","2963"
"3514",True,"2025-06-02 00:00:00","Preparar como la vez pasada.","176","1","2964"
"3515",True,"2023-06-02 14:38:23.316388","Sin aderezo.","161","1","2965"
"3516",True,"2023-06-02 13:01:14.42769","Evitar ingredientes crudos.","67","1","2965"
"3517",True,"2023-07-27 15:26:27.302399","No incluir pan.","188","1","2966"
"3518",True,"2023-12-31 21:37:14.152967","Evitar ingredientes crudos.","245","1","2967"
"3519",True,"2025-01-31 12:40:39.407008","Entrega rápida.","247","1","2968"
"3520",True,"2024-03-15 23:06:15.655575","Sin cebolla, por favor.","156","1","2969"
"3521",True,"2024-03-15 21:42:26.79609","Preparar como la vez pasada.","277","1","2969"
"3522",True,"2024-07-24 22:22:11.064233","Sin aderezo.","109","1","2970"
"3523",True,"2024-07-24 21:50:55.010264","Servir bien caliente.","226","1","2970"
"3524",True,"2024-07-28 13:28:03.851342","Poco picante.","127","1","2971"
"3525",True,"2023-08-25 21:36:51.708651","Evitar ingredientes crudos.","148","1","2972"
"3526",True,"2024-12-06 20:32:59.032829","Servir bien caliente.","253","1","2973"
"3527",True,"2024-11-21 21:49:55.175174","Dividir el plato.","74","1","2974"
"3528",True,"2025-01-17 12:58:02.087979","No añadir mayonesa.","59","1","2975"
"3529",True,"2023-10-13 21:05:58.072187","Servir bien caliente.","71","1","2976"
"3530",True,"2024-12-19 13:00:28.234599","Agregar salsa extra.","263","1","2977"
"3531",True,"2023-07-06 15:22:55.638646","No incluir pan.","209","1","2978"
"3532",True,"2024-09-03 19:22:59.444688","Entrega rápida.","97","1","2979"
"3533",True,"2024-12-27 15:18:20.624352","Dividir el plato.","323","1","2980"
"3534",True,"2024-07-12 21:49:33.167799","Usar queso sin lactosa.","290","1","2981"
"3535",True,"2024-08-11 22:03:19.200901","Agregar cubiertos adicionales.","188","1","2982"
"3536",True,"2024-08-11 22:52:44.814874","Usar queso sin lactosa.","293","1","2982"
"3537",True,"2024-02-09 20:26:28.198584","Servir en dos platos.","346","1","2983"
"3538",True,"2024-02-09 20:40:46.805886","","62","1","2983"
"3539",True,"2024-08-09 22:19:50.391344","Entrega rápida.","244","1","2984"
"3540",True,"2024-08-09 21:26:28.647795","No incluir pan.","272","1","2984"
"3541",True,"2024-08-09 22:12:33.780865","Entrega rápida.","214","1","2984"
"3542",True,"2024-05-16 14:26:48.56535","Plato para compartir.","148","1","2985"
"3543",True,"2024-12-13 15:01:12.612637","Sin cebolla, por favor.","456","1","2986"
"3544",True,"2024-12-13 15:27:32.162945","Evitar ingredientes crudos.","306","1","2986"
"3545",True,"2023-12-22 22:51:16.889992","","78","1","2987"
"3546",True,"2024-10-19 13:38:27.500129","Sin cebolla, por favor.","93","1","2988"
"3547",True,"2023-10-04 21:47:16.463519","Usar queso sin lactosa.","42","1","2989"
"3548",True,"2023-10-04 21:37:18.698932","Dividir el plato.","115","1","2989"
"3549",True,"2024-04-26 13:49:17.315951","Preparar como la vez pasada.","242","1","2990"
"3550",True,"2024-11-16 20:58:28.096918","Agregar cubiertos adicionales.","85","1","2991"
"3551",True,"2023-10-18 15:29:10.229615","Agregar salsa extra.","197","1","2992"
"3552",True,"2024-09-20 14:24:24.422327","","56","1","2993"
"3553",True,"2024-09-20 15:06:27.185053","","89","1","2993"
"3554",True,"2024-07-19 13:42:58.750587","Cocinar bien la carne.","205","1","2994"
"3555",True,"2024-12-03 14:02:21.612073","Con limón aparte.","150","1","2995"
"3556",True,"2025-06-02 00:00:00","Agregar salsa extra.","125","1","2996"
"3557",True,"2023-08-04 14:55:09.159448","Servir en dos platos.","100","1","2997"
"3558",True,"2025-06-02 00:00:00","","351","1","2998"
"3559",True,"2025-06-02 00:00:00","Agregar cubiertos adicionales.","320","1","2998"
"3560",True,"2025-06-02 00:00:00","Sin aderezo.","72","1","2999"
"3561",True,"2024-08-30 12:16:41.520441","Entrega rápida.","252","1","3000"
"3562",True,"2024-03-08 15:20:56.193826","No incluir pan.","248","1","3001"
"3563",True,"2024-03-08 14:28:21.003924","Plato para compartir.","165","1","3001"
"3564",True,"2023-12-22 21:57:27.083335","Servir en dos platos.","135","1","3002"
"3565",True,"2024-07-03 22:19:09.644066","Agregar salsa extra.","249","1","3003"
"3566",True,"2024-07-03 22:56:40.469999","No incluir pan.","35","1","3003"
"3567",True,"2024-12-24 20:47:06.232219","Entrega rápida.","100","1","3004"
"3568",True,"2024-06-27 23:26:32.930434","Agregar cubiertos adicionales.","217","1","3005"
"3569",True,"2024-02-02 20:59:50.228475","Evitar ingredientes crudos.","146","1","3006"
"3570",True,"2024-02-02 20:29:14.757713","Agregar cubiertos adicionales.","208","1","3006"
"3571",True,"2025-02-14 14:20:34.067821","Usar queso sin lactosa.","52","1","3007"
"3572",True,"2024-12-28 15:00:44.417892","Entrega rápida.","146","1","3008"
"3573",True,"2024-02-02 13:01:18.713077","Sin cebolla, por favor.","147","1","3009"
"3574",True,"2024-11-08 14:30:58.000939","Evitar ingredientes crudos.","93","1","3010"
"3575",True,"2024-12-20 15:47:24.508203","Servir en dos platos.","144","1","3011"
"3576",True,"2024-12-20 15:23:15.035069","No incluir pan.","111","1","3011"
"3577",True,"2023-11-17 00:23:18.74019","Sin cebolla, por favor.","63","1","3012"
"3578",True,"2024-10-05 13:59:32.628562","Sin aderezo.","273","1","3013"
"3579",True,"2024-03-22 13:34:16.733628","Agregar cubiertos adicionales.","311","1","3014"
"3580",True,"2023-10-07 12:43:37.469076","Entrega rápida.","162","1","3015"
